approveDate,articleID,articleWordCount,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,inReplyTo,newDesk,parentID,parentUserDisplayName,permID,picURL,printPage,recommendations,recommendedFlag,replyCount,reportAbuseFlag,sectionName,sharing,status,timespeople,trusted,typeOfMaterial,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
1524594282,5adf6684068401528a2aa69b,781.0,How could the league possibly refuse this offer?  ,26853969.0,26853969.0,<br/>,comment,1524594011,1.0,False,0.0,Sports,0.0,,26853969,http://graphics8.nytimes.com/images/apps/timespeople/none.png,0.0,0,,0,,Pro Football,0,approved,1,0,News,1524594282,Christopher Rillo,46566740.0,San Francisco,,
1524594252,5adf6684068401528a2aa69b,781.0,"So then the execs can be like ""yeah...we will sit down and listen to you"". and then do nothing. Suit settled. ",26853699.0,26853699.0,<br/>,comment,1524593146,1.0,False,0.0,Sports,0.0,,26853699,http://graphics8.nytimes.com/images/apps/timespeople/none.png,0.0,0,,0,,Pro Football,0,approved,1,0,News,1524594252,Matt Brand,64324866.0,"Williamsburg, Brooklyn",,
1524594250,5adf6684068401528a2aa69b,781.0,I would not want to play chess against these cheerleaders' lawyers...nice move!,26853677.0,26853677.0,<br/>,comment,1524593032,1.0,False,0.0,Sports,0.0,,26853677,http://graphics8.nytimes.com/images/apps/timespeople/none.png,0.0,0,,0,,Pro Football,0,approved,1,0,News,1524594250,Joseph,78105093.0,"Fayetteville, AR",,
1524593431,5adf6684068401528a2aa69b,781.0,Could the cheerleaders join the Actors' Equity Association or another similar performance union? An effort for collective representation would do much more to address cheerleader pay and working conditions than a few hour meeting with Roger Goodell. ,26853784.0,26853784.0,<br/>,comment,1524593426,1.0,False,0.0,Sports,0.0,,26853784,http://graphics8.nytimes.com/images/apps/timespeople/none.png,0.0,3,,0,,Pro Football,0,approved,0,0,News,1524593431,Stephen,81939618.0,"Phoenix, AZ",,
1524595048,5adf653f068401528a2aa697,656.0,"Seeking conclusions which support preconceived ideas and discarding the data which does not is Mr. Pruitt's idea of science. We would still be in the dark ages using this approach.  Science is not political and the truth will always be discovered. The science, the measurements, the study design, and the statistical analysis are all difficult and I doubt most will understand the subtleties. Certainly, congress will not understand the science since they are not even reading the bills they pass. I have not doubt that Mr. Pruitt does not.",26854236.0,26854236.0,<br/>,comment,1524595043,1.0,False,0.0,Climate,0.0,,26854236,http://graphics8.nytimes.com/images/apps/timespeople/none.png,0.0,0,,0,,Unknown,1,approved,1,0,News,1524595048,Paul Zorsky,58642997.0,Texas,,
1524594689,5adf653f068401528a2aa697,656.0,"Pruitt:  First eliminate the scientists and now eliminate the science.<br/><br/>The number of people that will consider this new EPA policy as good news will  sadly be way too many.  The idea of using less science to protect the environment should never be proposed or be dismissed at first glance.  By using the red herring that the data must be open to the public is just the type of misdirection that the GOP is really good at.  In this case, it will eliminate the need to actually perform any type of environmental protection.<br/><br/> “Mr. Pruitt said the measure would allow the public to test scientists’ findings for themselves.”<br/><br/>The public can analyze years of data from multiple studies and multiple scientists on any subject on some casual day and determine what should be done to protect the environment.  I don’t really think that is plausible.  Sound bites are now considered as policy.<br/><br/>All a company needs to do now is declare any type of data or analysis as proprietary, and the EPA can’t even use it no matter how damaging it may be to people and the planet. ",26854140.0,26854140.0,<br/>,comment,1524594684,1.0,False,0.0,Climate,0.0,,26854140,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-f323123faf36cfe9989e9242aad42133ceefd171060fa234b14a46be8fb0c27f.jpg,0.0,2,,0,,Unknown,0,approved,1,0,News,1524594689,Glennmr,449122.0,Planet Earth,,
1524594621,5adf653f068401528a2aa697,656.0,"This is a shameful attack on the environment and on research that uses human subjects. What Pruitt is asking is impossible, which gives him one more opportunity to destroy air and water. He's pathologically destructive.<br/><br/>Republicans sit back and let this man do their bidding. They are defined by greed and intentional lack of knowledge. It's indefensible. ",26854122.0,26854122.0,<br/>,comment,1524594612,1.0,False,0.0,Climate,0.0,,26854122,http://graphics8.nytimes.com/images/apps/timespeople/none.png,0.0,2,,0,,Unknown,0,approved,1,1,News,1524594621,Suzanne Moniz,63591393.0,Providence,,
1524594485,5adf653f068401528a2aa697,656.0,"“It gives people the opportunity in real time to peer review. It goes to the heart of what we should be about as an agency,” Mr. Pruitt said.<br/><br/>I don't think he understands what ""peer"" means. Peers are experts in their fields, something that the public by definition is not, and therefore cannot do ""peer"" review. I love my oncology friends, and they are all very smart, but i doubt any one of them could peer review and astrophysics paper",26854086.0,26854086.0,<br/>,comment,1524594482,1.0,False,0.0,Climate,0.0,,26854086,http://graphics8.nytimes.com/images/apps/timespeople/none.png,0.0,5,,0,,Unknown,0,approved,1,0,News,1524594485,NYC Physician,67346507.0,Manhattan,,
1524593688,5adf653f068401528a2aa697,656.0,"Given recent revelations about Mr. Pruitt's motivations and long held m.o., it wouldn't seem that transparency is a concept that he's all that familiar with, or that his policies are so we 'little people' can be part of the decision process.  <br/><br/>He's he has no scientific qualifications for his role and I suspect most of Jane and John Q. public don't have the qualifications required to understand, analyze and opine on scientific study data.",26853868.0,26853868.0,<br/>,comment,1524593682,1.0,False,0.0,Climate,0.0,,26853868,http://graphics8.nytimes.com/images/apps/timespeople/none.png,0.0,4,,0,,Unknown,0,approved,0,0,News,1524593688,EBD,73902638.0,"Aiken, SC",,
1524594585,5adf4626068401528a2aa628,2427.0,"I loved this review without wanting to actually eat anything served. I think I would prefer the autumn menu. It reminded me of when I was in Beijing at the Wanfujing night market a few years ago, and my Chinese friend asked another Chinese passing by with fried starfish on a stick whether is was good. In response, the woman broke off a piece and handed it to her. My friend said it tasted like crab, but it smelled darkly funky and fishy and of course we don't usually eat the entire hard-shelled crab. But necessity has driven taste before and will again, the way the environment is going.",26854114.0,26854114.0,<br/>,comment,1524594583,1.0,False,0.0,Dining,0.0,,26854114,http://graphics8.nytimes.com/images/apps/timespeople/none.png,0.0,0,,0,,Unknown,0,approved,1,0,News,1524594585,SLCmama,21817156.0,Los Angeles,,
